# submitted_id	current_id	converted_id	current_symbol
l(1)G0243[G0243]	FBal0151778	FBgn0067747	l(1)G0243
r[sP2r2]	FBal0032546	FBgn0003189	r
skd[CB02029]	FBal0212008	FBgn0003415	skd
rg[P]	FBal0014565	FBgn0266098	rg
Dr[mr21]	FBal0100459	FBgn0000492	Dr
CDase[slab-2]	FBal0213207	FBgn0039774	CDase
pros[S045109b]	FBal0082319	FBgn0004595	pros
Wnt2[RJ]	FBal0089481	FBgn0004360	Wnt2
18w[Delta2-63]	FBal0038082	FBgn0004364	18w
nAChRalpha7[EY10801]	FBal0158906	FBgn0086778	nAChRalpha7
E2f1[Scer\UAS.cNa]	FBal0090700	FBgn0011766	E2f1
capt[E593]	FBal0117578	FBgn0261458	capt
tsg[Sc124]	FBal0121502	FBgn0003865	tsg
l(1)3Bb[1]	FBal0006957	FBgn0001407	l(1)3Bb
Iris[c05310]	FBal0160278	FBgn0031305	Iris
Dsim\l(3)35[35]	FBal0216318	FBgn0259499	Dsim\l(3)35
CG13082[f06243]	FBal0162399	FBgn0032803	CG13082
sng[sU4]	FBal0056138	FBgn0019653	sng
ct[7b2]	FBal0028089	FBgn0004198	ct
l(3)S098202b[S098202b]	FBal0129513	FBgn0060551	l(3)S098202b
Shc[BG]	FBal0105104	FBgn0015296	Shc
l(1)9Fg[12Y]	FBal0007387	FBgn0001479	l(1)9Fg
l(1)17Ca[1]	FBal0006240	FBgn0004962	l(1)17Ca
l(1)304-71[1]	FBal0006792	FBgn0011200	l(1)304-71
h[rM384]	FBal0011121	FBgn0001168	h
Dap160[Q24]	FBal0160626	FBgn0023388	Dap160
PyK[rQ178]	FBal0296398	FBgn0267385	PyK
l(3)68Be[7]	FBal0009835	FBgn0002238	l(3)68Be
Rel[ird4]	FBal0086537	FBgn0014018	Rel
Karybeta3[Wee-P345]	FBal0156303	FBgn0087013	Karybeta3
l(1)3Bc[1]	FBal0006979	FBgn0001408	l(1)3Bc
k[D]	FBal0005659	FBgn0001295	k
l(1)K84.3[K84.3]	FBal0064809	FBgn0022309	l(1)K84.3
Pez[1]	FBal0267638	FBgn0031799	Pez
Dr[Delta68]	FBal0063864	FBgn0000492	Dr
wntD[KO1]	FBal0177123	FBgn0038134	wntD
pll[118]	FBal0035411	FBgn0010441	pll
Pde8[EY14436]	FBal0160033	FBgn0266377	Pde8
l(2)k07403[k07403]	FBal0089094	FBgn0024659	l(2)k07403
RpII140[M28]	FBal0030121	FBgn0262955	RpII140
S(CycE[JP])2.7[E10S15]	FBal0175991	FBgn0082631	S(CycE[JP])2.7
l(2)SH1140[SH1140]	FBal0143755	FBgn0065518	l(2)SH1140
N[1081]	FBal0058512	FBgn0004647	N
Pu[r1]	FBal0014013	FBgn0003162	Pu
E(sda)H[H]	FBal0144996	FBgn0066126	E(sda)H
fs(2)neo12[1]	FBal0031345	FBgn0013455	fs(2)neo12
flc[F3]	FBal0102719	FBgn0029085	flc
trx[M12]	FBal0032909	FBgn0003862	trx
ftz-f1[3L-202-32]	FBal0155290	FBgn0001078	ftz-f1
Ace[lj19]	FBal0028723	FBgn0000024	Ace
l(3)S094204[S094204]	FBal0099975	FBgn0028057	l(3)S094204
Dark[2]	FBal0212710	FBgn0263864	Dark
l(3)80Ff[6]	FBal0010056	FBgn0002295	l(3)80Ff
cort[QW55]	FBal0049392	FBgn0000351	cort
Tl[r4]	FBal0016839	FBgn0262473	Tl
l(2)914[914]	FBal0216886	FBgn0259787	l(2)914
eIF5B[EY01401]	FBal0159279	FBgn0026259	eIF5B
neur[11]	FBal0012950	FBgn0002932	neur
msi[EY07912]	FBal0158927	FBgn0011666	msi
dp[olvDG72]	unknown ID	-	-
Dl[S148504]	FBal0083537	FBgn0000463	Dl
qm[89]	FBal0082305	FBgn0019662	qm
Fer1HCH[02038]	FBal0043623	FBgn0015222	Fer1HCH
l(1)K3[1]	FBal0049708	FBgn0016801	l(1)K3
bi[Qd-1E7]	FBal0065887	FBgn0000179	bi
pn[25]	FBal0013880	FBgn0003116	pn
lic[G24]	FBal0098707	FBgn0261524	lic
Tgs1[S096713]	FBal0218459	FBgn0266195	Tgs1
InR[93Dj-1]	FBal0010752	FBgn0013984	InR
Dana\Om(2D)[63R5]	FBal0038376	FBgn0010400	Dana\Om(2D)
Smn[73Ao]	FBal0092881	FBgn0036641	Smn
SmD2[GD7741]	FBal0199826	FBgn0261789	SmD2
Surf6[GD11333]	FBal0208669	FBgn0038746	Surf6
Dana\Om(2D)[63R13]	FBal0083559	FBgn0010400	Dana\Om(2D)
Pu[rhd17]	FBal0030087	FBgn0003162	Pu
tld[E15]	FBal0040030	FBgn0003719	tld
Vha16-1[5]	FBal0061537	FBgn0262736	Vha16-1
CG43980[c04287]	FBal0161519	FBgn0264711	CG43980
h::sna[hb.PJ]	FBal0082892	FBgn0023078	h::sna
Yeti[LP1]	FBal0179161	FBgn0267398	Yeti
r[M4]	FBal0014314	FBgn0003189	r
bip2[Fa4a]	FBal0283112	FBgn0026262	bip2
l(2)SH0659[SH0659]	FBal0143922	FBgn0065685	l(2)SH0659
Sep2[2]	FBal0295819	FBgn0014029	Sep2
l(1)dn17[1]	FBal0007472	FBgn0001637	l(1)dn17
l(1)G0222[d11117]	unknown ID	-	-
VhaM8.9[EY03616-ex]	FBal0245019	FBgn0037671	VhaM8.9
tld[E10]	FBal0040027	FBgn0003719	tld
Zw10[12]	FBal0012301	FBgn0004643	Zw10
chp[Z4345]	FBal0245221	FBgn0267435	chp
l(3)R260[1]	FBal0011085	FBgn0005249	l(3)R260
l(3)91Cb[4]	FBal0010660	FBgn0004773	l(3)91Cb
run[YT14]	FBal0154667	FBgn0003300	run
ash1[Z1369]	FBal0284502	FBgn0005386	ash1
Cy[T16]	FBal0038222	FBgn0000403	Cy
Hus1-like[283-14]	FBal0280442	FBgn0026417	Hus1-like
eIF-4a[k01801]	FBal0065255	FBgn0001942	eIF-4a
Nop60B[3]	FBal0094653	FBgn0259937	Nop60B
mts[k06009]	FBal0043415	FBgn0004177	mts
mesA[5]	FBal0012211	FBgn0002720	mesA
l(2)k04512[k04512]	FBal0064533	FBgn0022203	l(2)k04512
l(3)91Ff[2]	FBal0010694	FBgn0002374	l(3)91Ff
Prosbeta7[GD7457]	FBal0199644	FBgn0250746	Prosbeta7
ppan[GD11766]	FBal0210377	FBgn0010770	ppan
dpp[s21]	FBal0003090	FBgn0000490	dpp
Cha[l12]	unknown ID	-	-
ras[122]	FBal0062493	FBgn0003204	ras
l(1)7Dl[1]	FBal0007288	FBgn0001458	l(1)7Dl
Su(ro[DOM])3023[3023]	FBal0120596	FBgn0043556	Su(ro[DOM])3023
wmd[pter-exc11]	FBal0220348	FBgn0034876	wmd
l(3)68Fg[V-130]	FBal0057083	FBgn0019694	l(3)68Fg
Efhc1.2[f00140]	FBal0162621	FBgn0034487	Efhc1.2
w[f07097]	FBal0162334	FBgn0003996	w
scny[EY00858]	FBal0240178	FBgn0260936	scny
l(2)pup[1]	FBal0009290	FBgn0002159	l(2)pup
Hsc70-3[PG34]	FBal0130993	FBgn0001218	Hsc70-3
acd(2)5M8[5M8]	FBal0086725	FBgn0024261	acd(2)5M8
Sod2[KG06854]	FBal0134151	FBgn0010213	Sod2
SR3-10[S-297]	FBal0048979	FBgn0016731	SR3-10
nrd[54.6]	FBal0039694	FBgn0002967	nrd
l(1)HM2[1]	FBal0007603	FBgn0001734	l(1)HM2
l(3)67BDq[1]	FBal0009779	FBgn0002219	l(3)67BDq
CE2-3[unspecified]	FBal0137644	FBgn0063646	CE2-3
CG14034[GD8200]	FBal0200572	FBgn0250847	CG14034
l(1)Q85[1]	FBal0007800	FBgn0011123	l(1)Q85
Scf[1]	unknown ID	-	-
CG10011[PL00108]	FBal0162735	FBgn0039590	CG10011
RpII215[K2]	FBal0014776	FBgn0003277	RpII215
Mhc[2L2881]	FBal0219174	FBgn0264695	Mhc
Usp47[EY11769]	FBal0159569	FBgn0016756	Usp47
G9a[DD1]	FBal0260881	FBgn0040372	G9a
Pof[D162]	FBal0239010	FBgn0035047	Pof
wapl[A]	FBal0291345	FBgn0004655	wapl
l(3)L0499[L0499]	FBal0086987	FBgn0024530	l(3)L0499
Dhyd\Rdi[1]	FBal0054607	FBgn0019181	Dhyd\Rdi
sub[131]	FBal0135617	FBgn0003545	sub
sgg[20]	FBal0015498	FBgn0003371	sgg
Taf1[12]	FBal0001589	FBgn0010355	Taf1
Dscam1[1]	FBal0035028	FBgn0033159	Dscam1
l(3)S093614[S093614]	FBal0129559	FBgn0060589	l(3)S093614
tete[R214]	FBal0035752	FBgn0014394	tete
CG17931[EY09918]	FBal0162007	FBgn0038421	CG17931
l(2)k08707[k08707]	FBal0089086	FBgn0024651	l(2)k08707
l(1)11P11[1]	FBal0031533	FBgn0013472	l(1)11P11
ksr[S-721]	FBal0049703	FBgn0015402	ksr
Men[Ex76-]	FBal0266049	FBgn0002719	Men
corto[82E.A46]	FBal0086676	FBgn0010313	corto
l(2)01528[01528]	FBal0007981	FBgn0028625	l(2)01528
roX1[MB710]	FBal0056222	FBgn0019661	roX1
l(2)bw[1]	FBal0009181	FBgn0002115	l(2)bw
CG43783[f04965]	FBal0265921	FBgn0264305	CG43783
Cdk1[AF.hs]	FBal0064930	FBgn0004106	Cdk1
Bsg[k09402]	FBal0064129	FBgn0261822	Bsg
l(1)3Ec[3]	FBal0007047	FBgn0001413	l(1)3Ec
LIMK1[EY08757]	FBal0160256	FBgn0041203	LIMK1
l(2)57Ag[11]	FBal0031777	FBgn0004153	l(2)57Ag
C8-3-37[C8-3-37]	FBal0094090	FBgn0025868	C8-3-37
l(2)SH2111[SH2111]	FBal0143492	FBgn0065255	l(2)SH2111
14-3-3zeta[P2335]	FBal0134434	FBgn0004907	14-3-3zeta
flz[11]	FBal0104619	FBgn0000712	flz
amd[24]	FBal0000473	FBgn0000075	amd
l(2)25Bb[1]	FBal0008273	FBgn0001915	l(2)25Bb
Abd-B[S2]	FBal0033322	FBgn0000015	Abd-B
Bx[hdp-a-rwg]	FBal0005436	FBgn0265598	Bx
Mi-2[j3D4]	FBal0028380	FBgn0262519	Mi-2
Mad[k00223]	FBal0064631	FBgn0011648	Mad
timeout[c01927]	FBal0177463	FBgn0038118	timeout
crb[D88-4]	FBal0030953	FBgn0259685	crb
CG12698[f01404]	FBal0158531	FBgn0030721	CG12698
Vps25[4]	FBal0104497	FBgn0022027	Vps25
otk[8]	FBal0127919	FBgn0004839	otk
l(2)24CDb[c7]	FBal0043512	FBgn0015455	l(2)24CDb
orb2[DeltaA.T:Avic\GFP]	unknown ID	-	-
sll[7E18]	FBal0150252	FBgn0038524	sll
pros[V30]	FBal0125197	FBgn0004595	pros
l(2)24De[1]	FBal0008230	FBgn0001907	l(2)24De
trp[idl-B-1]	FBal0245217	FBgn0003861	trp
l(2)SH2069[SH2069]	FBal0143502	FBgn0065265	l(2)SH2069
Su(var)2-HP2[Q770X]	FBal0193327	FBgn0026427	Su(var)2-HP2
Mef2[44-5]	FBal0156252	FBgn0011656	Mef2
Dfd[12]	FBal0002385	FBgn0000439	Dfd
l(3)93Cb[2]	FBal0010721	FBgn0002382	l(3)93Cb
E(z)[74]	FBal0003453	FBgn0000629	E(z)
l(3)S115510b[S115510b]	FBal0129423	FBgn0060461	l(3)S115510b
l(1)tl[1]	FBal0007813	FBgn0001822	l(1)tl
Dcr-1[Q1147X]	FBal0156744	FBgn0039016	Dcr-1
srp[PZRV2]	FBal0056076	FBgn0003507	srp
rack[k15001]	FBal0044304	FBgn0015533	rack
htl[S1-28]	FBal0061362	FBgn0010389	htl
trol[M10]	FBal0088570	FBgn0267911	trol
l(3)S048318[S048318]	FBal0100088	FBgn0028138	l(3)S048318
l(2)57Cc[6]	FBal0009135	FBgn0002097	l(2)57Cc
pnt[KG04968]	FBal0129155	FBgn0003118	pnt
l(2)KC-E[EMS95]	FBal0098036	FBgn0027161	l(2)KC-E
Rpt1[05643]	FBal0008094	FBgn0028687	Rpt1
toc[PR3]	FBal0086289	FBgn0015600	toc
lz[A27.1F1]	FBal0046100	FBgn0002576	lz
ap[UG-24A]	FBal0064961	FBgn0267978	ap
PCNA[k00704]	FBal0064765	FBgn0005655	PCNA
S[eAD7]	FBal0058289	FBgn0003310	S
dor[29]	FBal0045502	FBgn0000482	dor
Gl[l14]	unknown ID	-	-
trin[1]	FBal0218223	FBgn0260015	trin
l(1)N31[1]	FBal0049755	FBgn0016850	l(1)N31
HDAC4[EY06270]	FBal0160377	FBgn0041210	HDAC4
l(1)10Ak[V353]	FBal0005965	FBgn0028368	l(1)10Ak
wmd[pter-exc3]	FBal0220344	FBgn0034876	wmd
sd-10[30]	FBal0151540	FBgn0067657	sd-10
l(3)neo5[1]	FBal0011029	FBgn0011449	l(3)neo5
l(3)ry125a[1]	FBal0035149	FBgn0014316	l(3)ry125a
l(2)42Bg[1DA]	FBal0119207	FBgn0043037	l(2)42Bg
l(2)25Bg[2]	FBal0008284	FBgn0005512	l(2)25Bg
RpII215[119]	FBal0091640	FBgn0003277	RpII215
RpL19[ex1]	FBal0059039	FBgn0002607	RpL19
vg[81c41d]	FBal0017965	FBgn0003975	vg
na[e04385]	FBal0158902	FBgn0002917	na
PGRP-SC1b[Z2-4761]	FBal0190695	FBgn0033327	PGRP-SC1b
Orc2[CB03773]	FBal0211938	FBgn0015270	Orc2
clu[CA06604]	FBal0211661	FBgn0034087	clu
Caf1[GD11258]	unknown ID	-	-
CtsB1[PG148]	FBal0131701	FBgn0030521	CtsB1
slpr[3P5]	FBal0134001	FBgn0030018	slpr
l(3)65ACf[D32]	FBal0043723	FBgn0015496	l(3)65ACf
CG9312[f04951]	FBal0160813	FBgn0038179	CG9312
l(1)16Fi[484]	FBal0034850	FBgn0014202	l(1)16Fi
vfl[G0353]	FBal0100309	FBgn0259789	vfl
Dscam1[R496W]	FBal0220168	FBgn0033159	Dscam1
l(1)ESHS1[1]	FBal0007522	FBgn0001680	l(1)ESHS1
l(3)68Fe[3]	FBal0009877	FBgn0002260	l(3)68Fe
sls[62Ca-7]	FBal0009662	FBgn0086906	sls
l(1)ts1704[1]	FBal0007840	FBgn0001842	l(1)ts1704
garz[EP2028]	FBal0123295	FBgn0264560	garz
S(CycE[JP])2.8[E6S4]	FBal0175989	FBgn0082630	S(CycE[JP])2.8
vg[82c61]	FBal0017973	FBgn0003975	vg
Src64B[hs.2sev]	FBal0064999	FBgn0262733	Src64B
S[SC9]	FBal0048962	FBgn0003310	S
l(1)TW4[cs]	FBal0007895	FBgn0001859	l(1)TW4
ImpE1[f03112]	FBal0160287	FBgn0001253	ImpE1
Eig71Ei[f04943]	FBal0160508	FBgn0014849	Eig71Ei
l(2)25Ca[12]	FBal0008296	FBgn0001920	l(2)25Ca
dm[PL35]	unknown ID	-	-
kuz[CB02000]	FBal0211990	FBgn0259984	kuz
Taf5[GD4096]	FBal0208713	FBgn0010356	Taf5
l(4)102CDc[1]	FBal0011412	FBgn0004519	l(4)102CDc
Ced-12[19F3]	FBal0266883	FBgn0032409	Ced-12
eve[hs.PS]	FBal0031221	FBgn0000606	eve
Aplip1[ex]	FBal0287828	FBgn0040281	Aplip1
Rbsn-5[220]	FBal0246679	FBgn0261064	Rbsn-5
stg[14]	FBal0016186	FBgn0003525	stg
l(3)C26[C36]	FBal0264975	FBgn0263886	l(3)C26
l(2)41Ab[4]	FBal0008965	FBgn0262123	l(2)41Ab
l(1)16Fc[459]	FBal0034845	FBgn0001549	l(1)16Fc
msl-2[227]	FBal0032194	FBgn0005616	msl-2
l(3)64Ab[D2]	FBal0096770	FBgn0264802	l(3)64Ab
dp[olvP]	unknown ID	-	-
Mef2[113]	FBal0044932	FBgn0011656	Mef2
smt3[10636]	FBal0043445	FBgn0264922	smt3
stg[01]	FBal0215516	FBgn0003525	stg
neur[YD1143]	FBal0212256	FBgn0002932	neur
Vap-33B[GD2326]	FBal0203711	FBgn0053523	Vap-33B
l(1)Q232[1]	FBal0007732	FBgn0011154	l(1)Q232
E(smoDN)B-right[421]	FBal0183946	FBgn0083254	E(smoDN)B-right
l(3)93Dg[2]	FBal0010746	FBgn0002390	l(3)93Dg
dp[lvCS78]	unknown ID	-	-
fd59A[1]	FBal0295499	FBgn0004896	fd59A
ap[11d]	FBal0064969	FBgn0267978	ap
l(3)S000107[S012224]	FBal0130057	FBgn0028246	l(3)S000107
PCNA[GD4205]	FBal0210144	FBgn0005655	PCNA
Mod(Prat:bw)3-3[3-3]	FBal0152395	FBgn0067872	Mod(Prat:bw)3-3
Cenp-C[3]	FBal0010191	FBgn0266916	Cenp-C
l(1)G0329[G0329]	FBal0098109	FBgn0027216	l(1)G0329
Dref[Scer\UAS.cSa]	FBal0093422	FBgn0015664	Dref
Dl[M3]	FBal0029362	FBgn0000463	Dl
CG4287[16C3]	FBal0134340	FBgn0038388	CG4287
RasGAP1[HSA.1]	FBal0066068	FBgn0004390	RasGAP1
Khc[7.288]	FBal0144777	FBgn0001308	Khc
l(2)W18[unspecified]	FBal0101322	FBgn0028607	l(2)W18
kz[29]	FBal0005872	FBgn0001330	kz
vari[GE13049]	FBal0240429	FBgn0250785	vari
omelet[36-63]	FBal0151669	FBgn0067672	omelet
l(2)25Ee[1]	FBal0008364	FBgn0001932	l(2)25Ee
tws[S110008]	FBal0159033	FBgn0004889	tws
seq[vr5-48]	FBal0009065	FBgn0028991	seq
l(3)93Bb[3]	FBal0010711	FBgn0002380	l(3)93Bb
hb[f00586]	FBal0159172	FBgn0001180	hb
mst[6]	FBal0006340	FBgn0020272	mst
pyd[J17]	FBal0059952	FBgn0262614	pyd
l(3)neo14[1]	FBal0035137	FBgn0014304	l(3)neo14
rictor[Delta1]	FBal0215848	FBgn0031006	rictor
ptc[5]	FBal0028495	FBgn0003892	ptc
l(3)87Eg[2]	FBal0010511	FBgn0002359	l(3)87Eg
double[1]	FBal0002757	FBgn0000484	double
ush[rev24]	FBal0082096	FBgn0003963	ush
eIF4G2[unspecified]	FBal0219098	FBgn0260634	eIF4G2
Nup154[7]	FBal0101602	FBgn0021761	Nup154
Vav[PL40]	FBal0128968	FBgn0040068	Vav
g[Mc19-1]	FBal0007668	FBgn0001087	g
brm[14]	FBal0039173	FBgn0000212	brm
l(3)93Dc[2]	FBal0010741	FBgn0002387	l(3)93Dc
l(3)128[128]	FBal0147067	FBgn0066356	l(3)128
l(2)SH0908[SH0908]	FBal0143825	FBgn0065588	l(2)SH0908
sah[2L-230-32]	FBal0154663	FBgn0069086	sah
l(3)63Bb[4]	FBal0009684	FBgn0002191	l(3)63Bb
X-210-22[X-210-22]	FBal0155685	FBgn0069311	X-210-22
Sb[63b]	FBal0015146	FBgn0003319	Sb
fs(1)M81[1]	FBal0004438	FBgn0000883	fs(1)M81
dwg[6]	FBal0003228	FBgn0000520	dwg
sd-1[8]	FBal0151531	FBgn0067658	sd-1
l(3)85Ag[3]	FBal0010214	FBgn0002316	l(3)85Ag
cno[C1087]	FBal0093130	FBgn0259212	cno
l(3)84Fh[1]	FBal0010179	FBgn0004220	l(3)84Fh
cpo[BG01244]	FBal0195599	FBgn0263995	cpo
Amph[2J6]	FBal0137672	FBgn0027356	Amph
wts[E8]	FBal0044483	FBgn0011739	wts
fs(1)M36[4]	FBal0004389	FBgn0000848	fs(1)M36
HP4[41]	FBal0217411	FBgn0035829	HP4
trio[15B]	FBal0117312	FBgn0024277	trio
yki[Delta.w]	FBal0191484	FBgn0034970	yki
dor[19]	FBal0002747	FBgn0000482	dor
vtd[ex8]	FBal0230175	FBgn0260987	vtd
CtBP[87De-9]	FBal0010479	FBgn0020496	CtBP
insv[23B]	FBal0193099	FBgn0031434	insv
Mad[6-2]	FBal0052178	FBgn0011648	Mad
abs[15B]	FBal0103922	FBgn0015331	abs
Or42b[EY14886]	FBal0160104	FBgn0033043	Or42b
l(3)07217[02067]	FBal0043699	FBgn0010920	l(3)07217
ms(3)K81[Z5795]	FBal0143319	FBgn0002838	ms(3)K81
sad[1]	FBal0015122	FBgn0003312	sad
daw[Delta2]	FBal0211070	FBgn0031461	daw
kek5[EY05915]	FBal0159126	FBgn0031016	kek5
l(1)I33f3-1[1]	FBal0022668	FBgn0011615	l(1)I33f3-1
tbi[160R1]	FBal0093771	FBgn0025730	tbi
rig[k07917]	FBal0064711	FBgn0250850	rig
Adar[4A1]	FBal0118608	FBgn0026086	Adar
RpL15[PDelta8-Rev12]	FBal0181811	FBgn0028697	RpL15
Gs1[4]	FBal0005227	FBgn0001142	Gs1
E(faf)bE365[bE365]	FBal0066107	FBgn0022807	E(faf)bE365
l(2)60Aa[Aa]	FBal0035074	FBgn0014248	l(2)60Aa
Cka[2]	FBal0184331	FBgn0044323	Cka
Su(var)302[unspecified]	FBal0051890	FBgn0003623	Su(var)302
spn-B[CN]	FBal0092516	FBgn0003480	spn-B
shi[EM14]	FBal0039898	FBgn0003392	shi
CG10936[EY12999]	FBal0187773	FBgn0034253	CG10936
tkv[5]	FBal0016822	FBgn0003716	tkv
fs(1)A1578[1]	FBal0004208	FBgn0000785	fs(1)A1578
l(1)3Bf[M18]	FBal0089125	FBgn0001410	l(1)3Bf
twin[d06069]	FBal0162738	FBgn0011725	twin
Sec6[125]	FBal0195149	FBgn0266671	Sec6
dlg1[1]	FBal0002670	FBgn0001624	dlg1
gd[X-28-8]	FBal0155260	FBgn0000808	gd
mus301[ZIII-2255]	FBal0154904	FBgn0002899	mus301
scw[unspecified]	FBal0086347	FBgn0005590	scw
dp[lvCS81]	unknown ID	-	-
rdx[6]	FBal0194658	FBgn0264493	rdx
l(2)k09624[k09624]	FBal0064260	FBgn0021988	l(2)k09624
l(1)G0320[PL52]	FBal0131529	FBgn0028327	l(1)G0320
ms(3)Z1190[Z1190]	FBal0216862	FBgn0259758	ms(3)Z1190
Smox[F4]	FBal0268512	FBgn0025800	Smox
l(3)S095108b[S095108b]	FBal0129550	FBgn0060580	l(3)S095108b
l(2)k02501[k02501]	FBal0064587	FBgn0022240	l(2)k02501
fs(2)A2[8-561]	FBal0091457	FBgn0000932	fs(2)A2
2L1685[2L1685]	FBal0219190	FBgn0260602	2L1685
put[GD49]	FBal0210405	FBgn0003169	put
tws[S141309]	FBal0129316	FBgn0004889	tws
Hsc70-3[EY11233]	FBal0160307	FBgn0001218	Hsc70-3
ld[eyr]	FBal0011607	FBgn0002541	ld
l(2)06935[06935]	FBal0008120	FBgn0010630	l(2)06935
CSN5[ex35]	FBal0145144	FBgn0027053	CSN5
rn[2-1]	FBal0137102	FBgn0267337	rn
l(1)G0467[G0467]	FBal0103725	FBgn0040154	l(1)G0467
dc[fs7-167]	FBal0064914	FBgn0022336	dc
Vha55[3]	FBal0010417	FBgn0005671	Vha55
Cma[1]	FBal0001726	FBgn0000332	Cma
Bx[hdp-n60]	FBal0220818	FBgn0265598	Bx
shd[3]	FBal0015602	FBgn0003388	shd
Mcr[D13]	FBal0296687	FBgn0267488	Mcr
l(1)19Ed[19]	FBal0006315	FBgn0001561	l(1)19Ed
Mcr[G249]	FBal0296689	FBgn0267488	Mcr
l(2)k13116[k13116]	FBal0064147	FBgn0021894	l(2)k13116
csk[23]	unknown ID	-	-
Antp[hs.PZ]	FBal0028956	FBgn0260642	Antp
CG11147[GD923]	FBal0199297	FBgn0031734	CG11147
wapl[74]	FBal0018434	FBgn0004655	wapl
l(2)Sp18[1]	FBal0009348	FBgn0010143	l(2)Sp18
l(1)10Fg[3]	FBal0006126	FBgn0001513	l(1)10Fg
EloC[G6035]	FBal0220899	FBgn0266711	EloC
CS3-1[unspecified]	FBal0137573	FBgn0063598	CS3-1
hrg[PAP12]	FBal0144244	FBgn0015949	hrg
ado[25D]	FBal0030475	FBgn0004969	ado
Prosbeta6[1.tSa]	FBal0042711	FBgn0002284	Prosbeta6
y[260-12]	FBal0018754	FBgn0004034	y
Gpdh[nSP6]	FBal0005186	FBgn0001128	Gpdh
Fadd[EY14017]	FBal0162772	FBgn0038928	Fadd
l(2)G56[G56]	FBal0102617	FBgn0029039	l(2)G56
X-97-26[X-97-26]	FBal0155676	FBgn0069302	X-97-26
msk[4]	FBal0122949	FBgn0026252	msk
l(1)18DEb[2]	FBal0061337	FBgn0020543	l(1)18DEb
Sec61alpha[00455a]	FBal0095320	FBgn0086357	Sec61alpha
Chi[g96.1]	FBal0066222	FBgn0013764	Chi
l(1)G0186[G0186]	FBal0098175	FBgn0027282	l(1)G0186
l(1)48[MR]	FBal0057164	FBgn0019771	l(1)48
l(3)86Fa[4]	FBal0010292	FBgn0002322	l(3)86Fa
Tl[3R-267-38]	FBal0155758	FBgn0262473	Tl
Usp10[CA06614]	FBal0211639	FBgn0052479	Usp10
dome[PG125]	FBal0130418	FBgn0043903	dome
slmb[1]	FBal0083750	FBgn0283468	slmb
l(2)46Eh[29-26]	FBal0155080	FBgn0023035	l(2)46Eh
CdGAPr[KG10431]	FBal0160708	FBgn0032821	CdGAPr
l(1)10Bl[3]	FBal0006049	FBgn0001498	l(1)10Bl
dom[k00904]	FBal0064348	FBgn0020306	dom
amd[46]	FBal0000495	FBgn0000075	amd
chas[1]	FBal0260706	FBgn0263258	chas
M(2)56F[5]	FBal0011919	FBgn0002605	M(2)56F
CSN5[M255]	FBal0046085	FBgn0027053	CSN5
verm[KG07819]	FBal0148139	FBgn0261341	verm
ctp[e21]	FBal0057673	FBgn0011760	ctp
run[21]	FBal0014866	FBgn0003300	run
trk[2L-226-39]	FBal0154423	FBgn0003751	trk
ct[L57]	FBal0002030	FBgn0004198	ct
ash2[4]	FBal0000760	FBgn0000139	ash2
l(3)G34[G34]	FBal0264960	FBgn0263883	l(3)G34
blw[05009]	FBal0043382	FBgn0011211	blw
Vps2[GS11024]	FBal0241180	FBgn0039402	Vps2
Snr1[R10]	FBal0051958	FBgn0011715	Snr1
y[R30]	FBal0018725	FBgn0004034	y
pros[rH013]	FBal0011101	FBgn0004595	pros
l(2)46Ca[1081]	FBal0039537	FBgn0014980	l(2)46Ca
hh[AM]	FBal0031483	FBgn0004644	hh
B[263-34]	FBal0000831	FBgn0000154	B
l(1)R[d+]	FBal0031597	FBgn0013505	l(1)R
l(1)3Bb[M64]	FBal0089134	FBgn0001407	l(1)3Bb
l(3)82CDe[T13]	FBal0092637	FBgn0084058	l(3)82CDe
mts[k16501]	FBal0048911	FBgn0004177	mts
Acsl[2]	FBal0104592	FBgn0263120	Acsl
pzg[7.1]	FBal0215811	FBgn0259785	pzg
CG6852[GD10587]	FBal0205228	FBgn0036820	CG6852
stet[z3-0369]	FBal0143181	FBgn0020248	stet
l(3)S097907a[S122709a]	FBal0129518	FBgn0028044	l(3)S097907a
bul[29f]	FBal0045405	FBgn0000237	bul
RpII215[ts+R4]	FBal0091629	FBgn0003277	RpII215
l(3)76BDt[1]	FBal0094489	FBgn0025922	l(3)76BDt
l(2)44Fl[3]	FBal0137212	FBgn0061504	l(2)44Fl
D[r11]	FBal0093453	FBgn0000411	D
cnn[25cn1]	FBal0256922	FBgn0013765	cnn
l(2)46Dd[258]	FBal0039567	FBgn0014988	l(2)46Dd
Usp7[Delta35]	FBal0247476	FBgn0030366	Usp7
Nop56[GD8135]	FBal0207773	FBgn0038964	Nop56
mib2[2]	FBal0008658	FBgn0086442	mib2
srp[PZRV18]	FBal0056084	FBgn0003507	srp
l(1)Y110[1]	FBal0007931	FBgn0005136	l(1)Y110
ifc[16-1]	FBal0051509	FBgn0001941	ifc
E(rst)H125[H125]	FBal0122230	FBgn0044084	E(rst)H125
cic[fet-T6]	FBal0130457	FBgn0262582	cic
Best1[3-4]	FBal0212609	FBgn0040238	Best1
Ddc[30]	FBal0002279	FBgn0000422	Ddc
Su(tor)2-278[1]	FBal0034051	FBgn0014049	Su(tor)2-278
